rank,trial,objective,objective_stderr,objective_type,primary_metric,final_eval_set,method,intervention_params,output_dir,final_mean,final_mean_stderr,final_iqm,final_iqm_stderr,final_primary,final_primary_stderr,final_mean_train,final_mean_train_stderr,final_iqm_train,final_iqm_train_stderr,final_primary_train,final_primary_train_stderr,final_mean_eval,final_mean_eval_stderr,final_iqm_eval,final_iqm_eval_stderr,final_primary_eval,final_primary_eval_stderr,forgetting_mean,forgetting_mean_stderr,forgetting_iqm,forgetting_iqm_stderr,forgetting_primary_mean,forgetting_primary_stderr,eval_fallback_used,composite
1,0,0.648148148148148,0.15158060688652683,iqm,iqm,train,set,"{""target_sparsity"": 0.6, ""update_interval"": 40, ""prune_fraction"": 0.2, ""warmup_steps"": 0.0}",runs/grid/procgen_3_tasks_1_cycle_500k_starpilot/set/20260120_092036-26445214/trial_000,1.0,0.1503083250940965,0.648148148148148,0.15158060688652683,0.648148148148148,0.15158060688652683,1.0,0.1503083250940965,0.648148148148148,0.15158060688652683,0.648148148148148,0.15158060688652683,0.7999999999999999,0.340478965467657,0.3148148148148148,0.19333900942426943,0.3148148148148148,0.19333900942426943,0.3444444444444445,0.26199613605670224,0.7222222222222222,0.11111111111111108,0.7222222222222222,0.11111111111111108,False,
